Movie Title,Worldwide Box Office,International Box Office,Domestic Box Office,Total Expert Reviews,Avg Expert Score,Avg Positive Emotion
Death of a President,,,519086.00,9,6.2222222222222222,3.6033333333333333
Coyote Ugly,113916474.00,53130205.00,60786269.00,9,4.6666666666666667,3.0833333333333333
Emelie,,,n/a,9,6.2222222222222222,1.7622222222222222
LBJ,2507181.00,38498.00,2468683.00,9,7.4444444444444444,2.1077777777777778
Emperor,14905469.00,11559205.00,3346264.00,9,4.6666666666666667,4.2366666666666667
The Ladykillers,77392139.00,37700000.00,39692139.00,9,5.1111111111111111,2.7722222222222222
Space Station 76,,,n/a,9,4.2222222222222222,1.6022222222222222
Mass,148183.00,3008.00,145175.00,9,7.7777777777777778,3.8211111111111111
The Dressmaker,24374909.00,22352794.00,2022115.00,9,6.6666666666666667,3.2333333333333333
Two Night Stand,868081.00,852481.00,15600.00,9,6.3333333333333333,2.2888888888888889
Man Down,19623.00,19623.00,n/a,9,6.1111111111111111,3.7400000000000000
American Splendor,8685632.00,2682045.00,6003587.00,9,8.3333333333333333,1.6133333333333333
Sleeping Beauty,,,37710.00,9,4.8888888888888889,2.4466666666666667
Chop Shop,,,123731.00,9,7.0000000000000000,3.5666666666666667
Whiteout,12254746.00,1979108.00,10275638.00,9,5.3333333333333333,2.6133333333333333
How High,31222395.00,66960.00,31155435.00,9,6.8888888888888889,2.8111111111111111
Severance,5950002.00,5812781.00,137221.00,9,6.7777777777777778,5.1211111111111111
The Sea of Trees,908927.00,888483.00,20444.00,9,5.4444444444444444,3.5766666666666667
Think Like a Man Too,70027933.00,4999246.00,65028687.00,9,5.0000000000000000,2.2433333333333333
Finding Forrester,80013623.00,28245000.00,51768623.00,9,7.4444444444444444,0.38333333333333333333
American Pastoral,1892175.00,1348077.00,544098.00,9,6.5555555555555556,1.7111111111111111
October Baby,5391992.00,36145.00,5355847.00,9,6.6666666666666667,2.7288888888888889
Brothers of the Head,,,45082.00,9,8.0000000000000000,4.9944444444444444
Destination Wedding,1660230.00,1660230.00,n/a,9,7.3333333333333333,1.7788888888888889
In Fear,78682.00,78682.00,n/a,9,6.8888888888888889,5.1555555555555556
Bellflower,,,168226.00,9,4.4444444444444444,2.9033333333333333
I Am Greta,334465.00,326891.00,7574.00,9,2.5555555555555556,5.1844444444444444
The Man Who Invented Christmas,8558693.00,2882583.00,5676110.00,9,6.3333333333333333,1.7288888888888889
Melinda and Melinda,19826280.00,16000000.00,3826280.00,9,3.0000000000000000,3.6766666666666667
Detention,,,n/a,9,6.3333333333333333,4.3055555555555556
A Lot Like Love,41921590.00,20085806.00,21835784.00,9,6.1111111111111111,1.2777777777777778
Blue Caprice,,,92336.00,9,6.8888888888888889,2.3877777777777778
The Jane Austen Book Club,,,3575227.00,9,6.4444444444444444,2.3633333333333333
Before We Go,483938.00,446787.00,37151.00,9,6.7777777777777778,1.3566666666666667
Shotgun Stories,284174.00,238148.00,46026.00,9,5.7777777777777778,3.8633333333333333
Phantom,566099.00,76115.00,489984.00,9,5.0000000000000000,5.3388888888888889
Collapse,,,56436.00,9,7.6666666666666667,3.0655555555555556
Paper Heart,1296971.00,22909.00,1274062.00,9,4.5555555555555556,2.3288888888888889
Redemption,13593473.00,13556787.00,36686.00,9,5.8888888888888889,2.5655555555555556
The Bookshop,10353488.00,8765338.00,1588150.00,9,6.7777777777777778,1.6600000000000000
Amazing Grace,32183710.00,10968723.00,21214987.00,9,9.1111111111111111,0.76111111111111111111
9 Songs,315305.00,265470.00,49835.00,9,3.8888888888888889,3.1811111111111111
Eight Legged Freaks,36722311.00,19455806.00,17266505.00,9,6.3333333333333333,3.7155555555555556
Man Up,3056781.00,3056781.00,n/a,9,7.1111111111111111,1.01444444444444444444
Romeo Must Die,91036760.00,35063424.00,55973336.00,9,7.5555555555555556,0.44777777777777777778
Alien Abduction,,,12087.00,9,5.1111111111111111,3.7811111111111111
The Good Lie,2785563.00,63354.00,2722209.00,9,7.5555555555555556,2.4100000000000000
Greed,1430982.00,1075674.00,355308.00,9,6.0000000000000000,2.9222222222222222
In the Bedroom,42137871.00,6207267.00,35930604.00,9,8.2222222222222222,2.7244444444444444
A Little Bit of Heaven,1100287.00,1090276.00,10011.00,9,5.6666666666666667,4.7866666666666667
Open Windows,473486.00,473486.00,n/a,9,5.5555555555555556,1.4711111111111111
The Dying Gaul,,,342297.00,9,6.6666666666666667,3.0533333333333333
Domestic Disturbance,54207112.00,9000000.00,45207112.00,9,7.6666666666666667,0.74333333333333333333
Monsieur Lazhar,24819901.00,21448091.00,3371810.00,9,8.1111111111111111,1.8777777777777778
The Greatest Game Ever Played,15468266.00,136977.00,15331289.00,9,7.6666666666666667,1.8811111111111111
A Late Quartet,8038792.00,6477215.00,1561577.00,9,8.5555555555555556,1.09666666666666666667
The Prince,,,n/a,9,1.5555555555555556,4.0922222222222222
Breaking In,51485382.00,4644792.00,46840590.00,9,3.8888888888888889,2.7277777777777778
"The Prize Winner of Defiance, Ohio",,,627844.00,9,7.5555555555555556,1.2133333333333333
Final Portrait,1725841.00,1264982.00,460859.00,9,5.7777777777777778,1.4666666666666667
Behaving Badly,39952.00,39952.00,n/a,9,5.4444444444444444,2.5911111111111111
Inkheart,66655938.00,49352514.00,17303424.00,9,5.8888888888888889,2.0688888888888889
The Dead Girl,,,19875.00,9,5.5555555555555556,1.5766666666666667
The Road,29206732.00,21092462.00,8114270.00,9,5.8888888888888889,3.4000000000000000
Collide,5466698.00,3186694.00,2280004.00,9,5.0000000000000000,2.4688888888888889
Krisha,,,144822.00,9,9.0000000000000000,3.2844444444444444
Fun Size,11166615.00,1757077.00,9409538.00,9,5.3333333333333333,3.1877777777777778
Deception,12850033.00,8251527.00,4598506.00,9,5.6666666666666667,1.5800000000000000
Wasp Network,1541585.00,1541585.00,n/a,9,1.6666666666666667,4.2722222222222222
Murderball,1772979.00,241825.00,1531154.00,8,9.2500000000000000,0.59125000000000000000
The Burning Plain,1167092.00,966362.00,200730.00,8,7.8750000000000000,2.7675000000000000
The Story of the Weeping Camel,3966448.00,2214750.00,1751698.00,8,9.7500000000000000,0.22500000000000000000
The United States of Leland,,,343816.00,8,7.2500000000000000,1.1512500000000000
On Chesil Beach,3420339.00,2674367.00,745972.00,8,5.1250000000000000,1.8037500000000000
Pearl Jam Twenty,,,471334.00,8,9.1250000000000000,0.97875000000000000000
Boat Trip,14933713.00,6347337.00,8586376.00,8,4.8750000000000000,5.2362500000000000
Tesla,379110.00,285963.00,93147.00,8,5.6250000000000000,3.0287500000000000
Scenic Route,,,n/a,8,7.7500000000000000,1.1562500000000000
Oceans,86787530.00,67365211.00,19422319.00,8,7.1250000000000000,1.7675000000000000
It Might Get Loud,,,1610163.00,8,7.6250000000000000,0.74250000000000000000
The Limehouse Golem,2174568.00,2174568.00,n/a,8,5.3750000000000000,2.6875000000000000
The Upside of Anger,28915761.00,10153768.00,18761993.00,8,5.6250000000000000,1.6500000000000000
Kill the Irishman,,,1188194.00,8,6.7500000000000000,1.7937500000000000
Bee Season,4773308.00,3592748.00,1180560.00,8,4.6250000000000000,3.6412500000000000
Restless,2772511.00,2608758.00,163753.00,8,6.7500000000000000,3.1250000000000000
2 Days in New York,7418672.00,6785462.00,633210.00,8,5.3750000000000000,1.3787500000000000
Amelia,19756077.00,5476502.00,14279575.00,8,6.8750000000000000,1.9450000000000000
The Other Side of the Door,12905107.00,9904765.00,3000342.00,8,3.8750000000000000,7.7925000000000000
The Sapphires,20395040.00,17944173.00,2450867.00,8,7.7500000000000000,1.08625000000000000000
Heaven Knows What,83995.00,3683.00,80312.00,8,6.8750000000000000,1.6775000000000000
The Great Buck Howard,900689.00,150102.00,750587.00,8,6.5000000000000000,1.3900000000000000
Spaceship Earth,362.00,362.00,n/a,8,8.6250000000000000,1.2000000000000000
Down a Dark Hall,2842176.00,2842176.00,n/a,8,5.1250000000000000,5.0525000000000000
Red Joan,10281515.00,8701292.00,1580223.00,8,5.0000000000000000,2.9125000000000000
Cavite,71644.00,1573.00,70071.00,8,7.5000000000000000,0.92250000000000000000
Antiviral,123407.00,123407.00,n/a,8,5.2500000000000000,2.9775000000000000
Christine,349693.00,51168.00,298525.00,8,6.7500000000000000,2.8262500000000000
Escape from Tomorrow,,,171962.00,8,4.7500000000000000,2.9462500000000000
Museum Hours,542534.00,15730.00,526804.00,8,6.5000000000000000,0.86750000000000000000
Small Town Crime,,,n/a,8,6.6250000000000000,1.05375000000000000000
Berlin Syndrome,788191.00,759531.00,28660.00,8,5.2500000000000000,1.3950000000000000
The Informers,,,315000.00,8,5.7500000000000000,2.3237500000000000
Womb,,,n/a,8,4.7500000000000000,3.2050000000000000
Breathe,4868463.00,4379141.00,489322.00,8,7.5000000000000000,1.9375000000000000
Stevie,,,97044.00,8,9.5000000000000000,3.9862500000000000
Into the Forest,132306.00,122311.00,9995.00,8,6.2500000000000000,1.8962500000000000
Kodachrome,119948.00,119948.00,n/a,8,8.1250000000000000,1.3650000000000000
The Numbers Station,36211.00,36211.00,n/a,8,5.5000000000000000,2.8475000000000000
Shanghai Knights,88316835.00,27846615.00,60470220.00,8,6.1250000000000000,1.8937500000000000
5 to 7,588342.00,451230.00,137112.00,8,9.3750000000000000,1.7287500000000000
Black or White,21971021.00,399832.00,21571189.00,8,8.0000000000000000,2.2050000000000000
Songcatcher,,,3050934.00,8,8.2500000000000000,0.64125000000000000000
12 Mighty Orphans,3712409.00,23686.00,3688723.00,8,6.6250000000000000,3.5012500000000000
One Child Nation,254450.00,1716.00,252734.00,8,7.8750000000000000,2.9125000000000000
Paris Can Wait,15478255.00,9869510.00,5608745.00,8,4.6250000000000000,1.07750000000000000000
Birth of the Dragon,7220490.00,318525.00,6901965.00,8,4.0000000000000000,2.5475000000000000
Cairo Time,1861359.00,257743.00,1603616.00,8,6.6250000000000000,0.64875000000000000000
The Clovehitch Killer,158621.00,158621.00,n/a,8,5.8750000000000000,8.4962500000000000
Lebanon,1964789.00,1596701.00,368088.00,8,6.0000000000000000,2.5925000000000000
Smashed,499109.00,123128.00,375981.00,8,7.2500000000000000,1.8675000000000000
Beauty and the Beast,1273109220.00,769095055.00,504014165.00,8,7.1250000000000000,1.3437500000000000
The Survivalist,33973.00,33973.00,n/a,8,5.5000000000000000,2.7200000000000000
Meet the Browns,,,41975388.00,8,6.0000000000000000,1.5662500000000000
Management,2434658.00,1500000.00,934658.00,8,5.0000000000000000,1.9975000000000000
The Stepford Wives,96150482.00,36674859.00,59475623.00,8,4.5000000000000000,3.1850000000000000
And So It Goes,17920013.00,2759212.00,15160801.00,8,5.3750000000000000,1.4550000000000000
Berberian Sound Studio,279142.00,247501.00,31641.00,8,5.6250000000000000,3.1987500000000000
The Way of the Gun,13061935.00,7014079.00,6047856.00,8,8.7500000000000000,2.0625000000000000
Learning to Drive,6132564.00,2684931.00,3447633.00,8,6.7500000000000000,1.3012500000000000
Rust Creek,,,n/a,8,6.1250000000000000,1.01625000000000000000
Dark Crimes,27672.00,27672.00,n/a,8,3.7500000000000000,1.6912500000000000
Timeline,26703184.00,7222445.00,19480739.00,8,5.6250000000000000,1.5850000000000000
Boulevard,320417.00,194267.00,126150.00,8,6.3750000000000000,2.3237500000000000
The Salt of the Earth,14543275.00,13199926.00,1343349.00,8,8.0000000000000000,3.1225000000000000
Timbuktu,6815821.00,5739746.00,1076075.00,8,6.7500000000000000,1.9287500000000000
Barbara,2860409.00,2860409.00,n/a,8,8.1250000000000000,1.5300000000000000
The Choice,24324476.00,5593585.00,18730891.00,8,3.2500000000000000,2.5137500000000000
Bruised,,,n/a,8,4.0000000000000000,8.8775000000000000
College Road Trip,50873923.00,5263498.00,45610425.00,8,5.6250000000000000,2.6487500000000000
Keeping Mum,18114037.00,16494571.00,1619466.00,8,7.8750000000000000,1.5475000000000000
Out Cold,14786394.00,880000.00,13906394.00,8,6.8750000000000000,5.1225000000000000
Last Men in Aleppo,,,n/a,8,2.5000000000000000,4.4800000000000000
Rocket Science,,,712391.00,8,5.6250000000000000,16.2712500000000000
Vehicle 19,1217880.00,1217880.00,n/a,8,4.8750000000000000,2.4887500000000000
Venom,856081053.00,642569645.00,213511408.00,8,4.3750000000000000,8.2412500000000000
Archenemy,122534.00,892.00,121642.00,8,5.8750000000000000,3.4275000000000000
Transylmania,408229.00,10588.00,397641.00,8,3.6250000000000000,2.0850000000000000
The Recruit,101174440.00,48389744.00,52784696.00,8,5.1250000000000000,2.3962500000000000
Conversations with Other Women,1297745.00,918327.00,379418.00,8,8.0000000000000000,0.99625000000000000000
Bait,15471969.00,146842.00,15325127.00,8,7.6250000000000000,0.64875000000000000000
Pina,24460758.00,20940300.00,3520458.00,8,7.0000000000000000,1.4025000000000000
Being Flynn,5059856.00,4519704.00,540152.00,8,5.6250000000000000,2.4287500000000000
The Happy Prince,2394619.00,1930124.00,464495.00,8,6.2500000000000000,1.3237500000000000
The Lovers,2216374.00,21853.00,2194521.00,8,5.0000000000000000,2.5875000000000000
The Girlfriend Experience,1005840.00,310000.00,695840.00,8,5.7500000000000000,2.5000000000000000
Worth,174857.00,174857.00,n/a,8,5.7500000000000000,6.1587500000000000
Weiner,1751120.00,75924.00,1675196.00,8,8.7500000000000000,3.2775000000000000
Schultze Gets the Blues,4034232.00,3439161.00,595071.00,8,7.1250000000000000,1.7725000000000000
Fast Color,,,76916.00,8,7.1250000000000000,0.60000000000000000000
Pinocchio,4492055.00,4492055.00,n/a,8,2.7500000000000000,6.2937500000000000
Poms,16463241.00,2832117.00,13631124.00,8,6.0000000000000000,1.4575000000000000
Solace,23549031.00,23549031.00,n/a,8,4.5000000000000000,3.6237500000000000
And Then We Danced,625887.00,448625.00,177262.00,8,5.2500000000000000,1.5687500000000000
Cadillac Records,8942516.00,746965.00,8195551.00,8,7.6250000000000000,0.67875000000000000000
Road to Paloma,2191.00,2191.00,n/a,8,6.7500000000000000,1.7612500000000000
The Aftermath,8242415.00,6623918.00,1618497.00,8,6.5000000000000000,2.7437500000000000
Higher Ground,842693.00,1637.00,841056.00,8,7.3750000000000000,2.3662500000000000
Delgo,,,915840.00,8,4.0000000000000000,3.5487500000000000
The Abandoned,,,n/a,8,5.8750000000000000,4.6387500000000000
Peeples,9307166.00,130101.00,9177065.00,8,4.2500000000000000,1.9500000000000000
Drowning Mona,15980376.00,553184.00,15427192.00,8,9.1250000000000000,0.57000000000000000000
In the Land of Women,14140402.00,3087444.00,11052958.00,8,6.0000000000000000,0.42750000000000000000
Son of a Gun,256003.00,254592.00,1411.00,8,5.7500000000000000,2.4437500000000000
Middle Men,,,754301.00,8,8.5000000000000000,1.3537500000000000
Forever My Girl,,,16376066.00,8,6.3750000000000000,2.7075000000000000
How to Talk to Girls at Parties,382106.00,297297.00,84809.00,8,4.2500000000000000,3.3825000000000000
One More Time with Feeling,902362.00,902362.00,n/a,8,9.3750000000000000,4.2262500000000000
Goat,,,n/a,8,6.7500000000000000,2.6112500000000000
The Sense of an Ending,4842617.00,3568197.00,1274420.00,8,5.7500000000000000,1.5337500000000000
The Banker,2990000.00,2990000.00,n/a,8,8.2500000000000000,1.9737500000000000
Cold Creek Manor,,,21384035.00,8,4.8750000000000000,1.8937500000000000
Sex and Death 101,,,23563.00,8,5.1250000000000000,4.9562500000000000
The Ex,3738622.00,646700.00,3091922.00,8,5.5000000000000000,3.4525000000000000
Hostage,77636443.00,43000000.00,34636443.00,8,6.7500000000000000,1.9250000000000000
Swimfan,34084228.00,5519233.00,28564995.00,8,6.2500000000000000,0.83375000000000000000
The Biggest Little Farm,6526378.00,2158562.00,4367816.00,8,8.5000000000000000,1.2300000000000000
Little Men,2039514.00,1336977.00,702537.00,8,6.8750000000000000,0.81875000000000000000
Nothing But the Truth,226630.00,223130.00,3500.00,8,6.5000000000000000,2.1300000000000000
The Sum of All Fears,193500000.00,75028680.00,118471320.00,8,6.1250000000000000,3.2875000000000000
The Central Park Five,,,325653.00,8,7.6250000000000000,2.2600000000000000
I Kill Giants,256092.00,256092.00,n/a,8,6.7500000000000000,2.7812500000000000
Sweet Land,,,1706325.00,8,8.2500000000000000,0.80000000000000000000
Last Flag Flying,1627983.00,662502.00,965481.00,8,6.6250000000000000,3.2737500000000000
The Hoax,,,7164995.00,8,6.7500000000000000,1.6300000000000000
White Bird in a Blizzard,617419.00,583598.00,33821.00,8,4.8750000000000000,1.7912500000000000
The Trip to Spain,1982058.00,824454.00,1157604.00,8,6.8750000000000000,1.07125000000000000000
Undead,229250.00,188054.00,41196.00,8,5.2500000000000000,6.4125000000000000
Sukiyaki Western Django,,,50659.00,8,7.1250000000000000,1.9412500000000000
Shaolin Soccer,42776032.00,42287160.00,488872.00,8,7.2500000000000000,1.6400000000000000
Boy,8661393.00,8405182.00,256211.00,8,7.6250000000000000,1.8737500000000000
Judy Moody and the Not Bummer Summer,17029882.00,2016232.00,15013650.00,8,4.6250000000000000,4.5262500000000000
Sightseers,2735440.00,2694401.00,41039.00,8,6.3750000000000000,4.3550000000000000
Freeheld,1732228.00,1186027.00,546201.00,8,6.1250000000000000,1.9812500000000000
The Mill and the Cross,,,312187.00,8,5.5000000000000000,2.4437500000000000
What Maisie Knew,1286501.00,221501.00,1065000.00,8,8.7500000000000000,2.5512500000000000
Tracks,7406230.00,6896415.00,509815.00,7,7.5714285714285714,0.91857142857142857143
About Cherry,,,3003.00,7,4.1428571428571429,1.9700000000000000
When the Bough Breaks,30768449.00,1020846.00,29747603.00,7,3.0000000000000000,2.1042857142857143
Every Little Step,2769763.00,1044622.00,1725141.00,7,7.0000000000000000,0.94714285714285714286
Nurse 3D,379584.00,379584.00,n/a,7,5.7142857142857143,3.4871428571428571
The Interrupters,,,236957.00,7,5.1428571428571429,8.6614285714285714
Tarnation,1162014.00,570000.00,592014.00,7,8.0000000000000000,1.8357142857142857
The Comedian,,,1658706.00,7,5.1428571428571429,2.2571428571428571
Blood Ties,2923959.00,2881487.00,42472.00,7,6.5714285714285714,1.3414285714285714
Phoebe in Wonderland,,,73361.00,7,8.4285714285714286,2.3514285714285714
Jack Goes Boating,,,541992.00,7,6.8571428571428571,1.01285714285714285714
Up the Yangtze,,,783969.00,7,8.8571428571428571,2.4442857142857143
The Nightmare,30923.00,2642.00,28281.00,7,4.7142857142857143,5.3400000000000000
The Powerpuff Girls,16425701.00,5014057.00,11411644.00,7,6.5714285714285714,2.1014285714285714
Undertow,,,124171.00,7,6.8571428571428571,1.8442857142857143
Blood and Chocolate,6551310.00,3024722.00,3526588.00,7,6.2857142857142857,2.3500000000000000
The Vanishing,760869.00,760869.00,n/a,7,5.8571428571428571,2.7800000000000000
Beau Travail,,,270419.00,7,5.8571428571428571,5.2328571428571429
The Possession of Michael King,2736371.00,2736371.00,n/a,7,4.1428571428571429,4.6985714285714286
Underclassman,,,5654777.00,7,3.2857142857142857,19.2457142857142857
Dance Flick,32224624.00,6430606.00,25794018.00,7,4.1428571428571429,4.5557142857142857
Thin Ice,,,789752.00,7,7.4285714285714286,2.2257142857142857
Blue Bayou,951011.00,162336.00,788675.00,7,6.1428571428571429,3.4285714285714286
Thunder and the House of Magic,62582520.00,62578429.00,4091.00,7,5.5714285714285714,3.9242857142857143
How to Eat Fried Worms,13098996.00,58469.00,13040527.00,7,4.4285714285714286,4.0200000000000000
Lore,2197863.00,1227538.00,970325.00,7,7.5714285714285714,2.8957142857142857
Novitiate,,,580346.00,7,7.4285714285714286,1.3585714285714286
Colonia,3281855.00,3266146.00,15709.00,7,7.2857142857142857,2.6557142857142857
The English Teacher,62327.00,2161.00,60166.00,7,7.2857142857142857,0.95428571428571428571
The Yes Men Fix the World,,,195037.00,7,7.8571428571428571,1.2585714285714286
Get a Job,,,n/a,7,2.2857142857142857,8.8000000000000000
Alan Partridge,8253426.00,8100000.00,153426.00,7,7.8571428571428571,1.07714285714285714286
Saint Ralph,1695126.00,900000.00,795126.00,7,8.7142857142857143,1.1957142857142857
The Tigger Movie,96147688.00,50605267.00,45542421.00,7,8.0000000000000000,0.42571428571428571429
Bullet Head,153930.00,153930.00,n/a,7,5.1428571428571429,2.3685714285714286
Lassie,7875911.00,7223748.00,652163.00,7,7.2857142857142857,1.5242857142857143
