Movie Title,Worldwide Box Office,International Box Office,Domestic Box Office,Total Expert Reviews,Avg Expert Score,Avg Positive Emotion
Captive State,9363210.00,3404895.00,5958315.00,37,5.1621621621621622,3.3924324324324324
Elephant,10051516.00,8784561.00,1266955.00,37,5.8378378378378378,3.7129729729729730
Hannibal Rising,80583311.00,52913586.00,27669725.00,37,3.9729729729729730,4.6245945945945946
The Imaginarium of Doctor Parnassus,64352607.00,56663000.00,7689607.00,37,6.1351351351351351,3.1443243243243243
Ida,15298355.00,11471295.00,3827060.00,37,7.1621621621621622,1.8794594594594595
Stay Alive,23187506.00,101026.00,23086480.00,37,5.6756756756756757,4.9694594594594595
Pitch Perfect 3,185736412.00,80838882.00,104897530.00,37,5.6486486486486486,2.9083783783783784
Alpha Dog,32514319.00,17204717.00,15309602.00,37,5.3513513513513514,4.1094594594594595
The Uninvited,42778961.00,14182143.00,28596818.00,37,6.1891891891891892,4.1897297297297297
Enough Said,25621449.00,8070577.00,17550872.00,37,7.0540540540540541,1.7427027027027027
The Cell,85911226.00,24630263.00,61280963.00,37,8.6486486486486486,1.1940540540540541
Sing 2,376625004.00,217648124.00,158976880.00,37,8.0540540540540541,1.6043243243243243
Mirrors,77220596.00,46529157.00,30691439.00,37,5.5945945945945946,3.8783783783783784
Beasts of No Nation,,,90777.00,37,8.3783783783783784,3.1918918918918919
Courageous,35680886.00,663663.00,35017223.00,37,8.4324324324324324,2.1559459459459459
Jersey Boys,65282732.00,18235719.00,47047013.00,37,6.6756756756756757,1.2227027027027027
High Life,2028086.00,802234.00,1225852.00,37,5.0810810810810811,2.6102702702702703
Only Lovers Left Alive,2817895.00,941210.00,1876685.00,37,6.8918918918918919,1.9627027027027027
Dead Man Down,19599974.00,8704679.00,10895295.00,37,7.4166666666666667,2.1191891891891892
Gunpowder Milkshake,859503.00,859503.00,n/a,37,4.4594594594594595,3.9010810810810811
Music and Lyrics,146196885.00,95624296.00,50572589.00,37,7.3783783783783784,1.0545945945945946
Space Chimps,67029956.00,36923988.00,30105968.00,37,4.0810810810810811,3.4791891891891892
Winnie the Pooh,50145607.00,23452761.00,26692846.00,37,8.6216216216216216,0.62756756756756756757
Legend,42425450.00,40552456.00,1872994.00,37,6.4324324324324324,1.7921621621621622
The Hills Have Eyes II,37466538.00,16662372.00,20804166.00,37,4.5945945945945946,6.0759459459459459
Dear White People,5403771.00,999617.00,4404154.00,37,4.0000000000000000,2.4229729729729730
Killer Elite,65409046.00,40284060.00,25124986.00,37,5.3783783783783784,2.9121621621621622
Fifty Shades Freed,371985018.00,271577258.00,100407760.00,37,3.1621621621621622,4.0154054054054054
Paranoid Park,,,486021.00,37,5.4864864864864865,2.7494594594594595
My Bloody Valentine,102836002.00,51290050.00,51545952.00,37,6.6216216216216216,4.8275675675675676
The Night Before,52568099.00,9532374.00,43035725.00,37,5.7027027027027027,2.7191891891891892
Paterson,10727536.00,8586113.00,2141423.00,36,7.1666666666666667,1.5600000000000000
Freedom Writers,43632609.00,7027007.00,36605602.00,36,7.7222222222222222,2.3913888888888889
Sabotage,18376443.00,7867925.00,10508518.00,36,4.4166666666666667,4.4891666666666667
Parental Guidance,120832383.00,43565087.00,77267296.00,36,5.0833333333333333,2.5236111111111111
Incendies,16025025.00,9167929.00,6857096.00,36,8.1388888888888889,3.4997222222222222
The Dilemma,70546865.00,22071575.00,48475290.00,36,3.8055555555555556,3.3261111111111111
The Kite Runner,74180745.00,58380667.00,15800078.00,36,7.9722222222222222,1.8791666666666667
Calvary,16887741.00,13287735.00,3600006.00,36,6.9444444444444444,2.5316666666666667
Veronica Mars,3485383.00,163256.00,3322127.00,36,7.0277777777777778,1.7383333333333333
Storks,183353431.00,110674153.00,72679278.00,36,6.8611111111111111,2.3266666666666667
Hot Pursuit,45671512.00,11091311.00,34580201.00,36,4.6111111111111111,4.0438888888888889
88 Minutes,32955399.00,16024515.00,16930884.00,36,4.6666666666666667,6.9188888888888889
Getaway,11813989.00,1312051.00,10501938.00,36,3.8611111111111111,4.8822222222222222
Hannibal,350100280.00,185008014.00,165092266.00,36,6.6388888888888889,2.4355555555555556
Magic in the Moonlight,33518508.00,22983998.00,10534510.00,36,6.3888888888888889,1.4744444444444444
The Green Inferno,12931420.00,5739129.00,7192291.00,36,4.4722222222222222,5.2763888888888889
Open Season,191932158.00,106826899.00,85105259.00,36,6.3333333333333333,1.5530555555555556
Meet the Parents,330425040.00,164200000.00,166225040.00,36,7.8055555555555556,1.3047222222222222
Turtles Can Fly,1080367.00,823545.00,256822.00,36,9.1666666666666667,7.7997222222222222
The Lodge,3090713.00,951806.00,2138907.00,36,5.8333333333333333,3.3086111111111111
If Beale Street Could Talk,21398371.00,6482598.00,14915773.00,36,6.7222222222222222,1.5255555555555556
Elektra,56824633.00,32414911.00,24409722.00,36,4.1111111111111111,4.2244444444444444
Unicorn Store,,,n/a,36,3.7222222222222222,4.0680555555555556
Bad Words,7843145.00,63531.00,7779614.00,36,5.5277777777777778,3.9141666666666667
Whatever Works,35106706.00,29800000.00,5306706.00,36,7.3611111111111111,2.2241666666666667
Hunt for the Wilderpeople,23900842.00,18695371.00,5205471.00,36,7.9166666666666667,1.2847222222222222
Eight Below,120455994.00,38843429.00,81612565.00,36,7.8611111111111111,2.3069444444444444
Bedtime Stories,221468935.00,111366960.00,110101975.00,35,6.5142857142857143,2.2614285714285714
The Tragedy of Macbeth,176248.00,176248.00,n/a,35,6.3714285714285714,3.4585714285714286
Motherless Brooklyn,18477736.00,9200000.00,9277736.00,35,7.4857142857142857,1.01771428571428571429
Death Sentence,16907831.00,7373573.00,9534258.00,35,6.1428571428571429,5.3265714285714286
Balls of Fury,41780026.00,8893086.00,32886940.00,35,4.8000000000000000,3.3225714285714286
Dope,18190831.00,684361.00,17506470.00,35,7.0857142857142857,2.0060000000000000
The Man with the Iron Fists,22018988.00,6384898.00,15634090.00,35,5.6857142857142857,3.4460000000000000
The Pink Panther 2,70022978.00,34100000.00,35922978.00,35,4.6000000000000000,3.4645714285714286
Dead Silence,20614661.00,4040071.00,16574590.00,35,5.4000000000000000,6.6240000000000000
CODA,1248676.00,1248676.00,n/a,35,8.0000000000000000,1.4951428571428571
The Bye Bye Man,31187727.00,8791921.00,22395806.00,35,3.0000000000000000,7.8288571428571429
Dogville,14851654.00,13321268.00,1530386.00,35,7.3428571428571429,3.3485714285714286
Prime,67527153.00,44700000.00,22827153.00,35,6.5428571428571429,2.0545714285714286
Dear Evan Hansen,17489677.00,2487031.00,15002646.00,35,5.7428571428571429,7.1431428571428571
The Haunting in Connecticut,78758522.00,23369006.00,55389516.00,35,5.3142857142857143,5.4028571428571429
The Skeleton Twins,5797192.00,512883.00,5284309.00,35,6.8857142857142857,1.9457142857142857
The Mummy Returns,435040395.00,233032755.00,202007640.00,35,6.9714285714285714,2.3468571428571429
Unhinged,37321536.00,16490071.00,20831465.00,35,4.7142857142857143,4.8834285714285714
Chicago,306770545.00,136083027.00,170687518.00,35,7.4857142857142857,1.6931428571428571
Anger Management,195484552.00,59923610.00,135560942.00,35,6.9428571428571429,1.9234285714285714
Repo Men,18195238.00,4253231.00,13942007.00,35,6.0000000000000000,3.6191428571428571
The Aristocrats,6702604.00,325143.00,6377461.00,35,6.0857142857142857,3.3745714285714286
Eddie the Eagle,45060480.00,29271091.00,15789389.00,35,7.1428571428571429,1.2582857142857143
Ricki and the Flash,41166033.00,14326535.00,26839498.00,35,6.6571428571428571,1.4391428571428571
45 Years,14275594.00,10025087.00,4250507.00,35,7.0857142857142857,1.8860000000000000
The Patriot,215300000.00,101969658.00,113330342.00,35,6.4857142857142857,3.5640000000000000
Margot at the Wedding,2368218.00,408798.00,1959420.00,35,5.9428571428571429,2.2491428571428571
Domino,23574057.00,13404855.00,10169202.00,35,5.2000000000000000,2.9065714285714286
House of the Dead,13860078.00,3660724.00,10199354.00,35,2.3142857142857143,4.9088571428571429
The Ritual,1786396.00,1786396.00,n/a,35,6.8571428571428571,4.2325714285714286
The Edge of Seventeen,19096003.00,4664370.00,14431633.00,35,7.8000000000000000,1.4365714285714286
Away We Go,10108016.00,656070.00,9451946.00,35,6.2000000000000000,1.9754285714285714
Oldboy,3343567.00,1149909.00,2193658.00,35,5.1714285714285714,3.1165714285714286
News of the World,,,12668325.00,35,6.2000000000000000,2.2937142857142857
Black Christmas,18528789.00,8099059.00,10429730.00,35,4.8857142857142857,6.0802857142857143
Amy,23778585.00,15365441.00,8413144.00,34,8.3235294117647059,2.6614705882352941
Street Kings,65457811.00,39039144.00,26418667.00,34,7.7352941176470588,1.6785294117647059
The Boy Next Door,,,n/a,34,6.1470588235294118,2.5200000000000000
A Dangerous Method,14807531.00,9105448.00,5702083.00,34,5.5294117647058824,5.4461764705882353
The Raven,30601801.00,14593529.00,16008272.00,34,6.0294117647058824,3.2067647058823529
Snatched,57852177.00,11999999.00,45852178.00,34,4.0588235294117647,2.1223529411764706
The Omen,119295584.00,64688201.00,54607383.00,34,4.8823529411764706,4.6170588235294118
Only the Brave,24555177.00,6215126.00,18340051.00,34,7.9705882352941176,1.9255882352941176
Black Snake Moan,10951153.00,1554283.00,9396870.00,34,7.2352941176470588,2.0297058823529412
The Losers,29863840.00,6272408.00,23591432.00,34,6.5588235294117647,3.3520588235294118
The Beach,,,39778599.00,34,6.9705882352941176,1.6564705882352941
Takers,70587268.00,12842548.00,57744720.00,34,5.6470588235294118,1.9570588235294118
"You, Me and Dupree",130402010.00,54600000.00,75802010.00,34,5.7272727272727273,1.3385294117647059
War Room,73986904.00,6196787.00,67790117.00,34,6.8529411764705882,3.5891176470588235
Wolfwalkers,3241142.00,3241142.00,n/a,34,9.5294117647058824,0.56147058823529411765
Catfish,3798734.00,561391.00,3237343.00,34,6.6176470588235294,1.9144117647058824
Hide and Seek,10315084.00,10315084.00,n/a,34,8.1600000000000000,1.2452941176470588
Child 44,8004221.00,6779891.00,1224330.00,34,5.8529411764705882,2.4820588235294118
Righteous Kill,78481410.00,38400000.00,40081410.00,34,3.6764705882352941,3.8652941176470588
Gifted,36964656.00,12163444.00,24801212.00,34,7.5588235294117647,1.7814705882352941
Bullet to the Head,22597969.00,13108140.00,9489829.00,34,5.5000000000000000,2.2847058823529412
The Possession,82925064.00,33794476.00,49130588.00,34,6.1764705882352941,4.9973529411764706
Killers,95572749.00,48512786.00,47059963.00,33,3.5454545454545455,5.1172727272727273
Fahrenheit 11/9,6653715.00,301409.00,6352306.00,33,5.0303030303030303,3.8800000000000000
Next,73591500.00,55380487.00,18211013.00,33,5.6060606060606061,4.2893939393939394
Robots,260636271.00,132436259.00,128200012.00,33,6.5757575757575758,2.4560606060606061
The Beaver,5046038.00,4075222.00,970816.00,33,6.6060606060606061,2.5678787878787879
Carnage,38112154.00,35565407.00,2546747.00,33,7.1212121212121212,2.2642424242424242
Just Like Heaven,100687083.00,52368953.00,48318130.00,33,7.8484848484848485,1.1572727272727273
Abominable,,,1810.00,33,6.2121212121212121,1.6460606060606061
"Definitely, Maybe",55617866.00,23376217.00,32241649.00,33,6.5757575757575758,1.6872727272727273
Safe,41495213.00,24353133.00,17142080.00,33,6.2121212121212121,2.3166666666666667
Like Crazy,3728400.00,333009.00,3395391.00,33,6.8181818181818182,2.9578787878787879
Antebellum,7021017.00,7021017.00,n/a,33,5.6969696969696970,3.6090909090909091
Cosmopolis,6860624.00,6116988.00,743636.00,33,4.2727272727272727,3.6448484848484848
Greenland,40610111.00,40610111.00,n/a,33,5.3939393939393939,3.6518181818181818
Upside Down,26387039.00,26284921.00,102118.00,33,6.6666666666666667,1.8912121212121212
In the Loop,7788804.00,5400000.00,2388804.00,33,7.1212121212121212,1.9390909090909091
Short Term 12,2308535.00,1295435.00,1013100.00,33,8.5454545454545455,1.4848484848484848
Coherence,,,102617.00,33,7.9393939393939394,1.3515151515151515
21 and Over,42195766.00,16513386.00,25682380.00,33,5.4848484848484848,2.6642424242424242
The Fundamentals of Caring,,,n/a,33,8.5151515151515152,1.3924242424242424
Trouble with the Curve,47818913.00,12055776.00,35763137.00,33,6.1818181818181818,1.5415151515151515
Hunter Killer,29312121.00,13544661.00,15767460.00,33,6.9090909090909091,1.7503030303030303
Akeelah and the Bee,18959424.00,110994.00,18848430.00,33,7.8181818181818182,1.3466666666666667
Respect,15700.00,15700.00,n/a,33,8.2424242424242424,0.97878787878787878788
The Holiday,204920447.00,141640447.00,63280000.00,33,6.6060606060606061,1.8872727272727273
Inside Job,7799257.00,3487423.00,4311834.00,33,8.0606060606060606,2.4206060606060606
Mid90s,9187575.00,1825136.00,7362439.00,33,7.1212121212121212,1.4006060606060606
The Wedding Ringer,80171596.00,15711385.00,64460211.00,32,5.7812500000000000,1.7465625000000000
The Spiderwick Chronicles,162839667.00,91644614.00,71195053.00,32,6.1250000000000000,2.5996875000000000
Dora and the Lost City of Gold,120597108.00,60119165.00,60477943.00,32,5.5000000000000000,2.8365625000000000
Hitchcock,24742844.00,18734167.00,6008677.00,32,7.2187500000000000,1.1768750000000000
To the Wonder,1561940.00,977377.00,584563.00,32,5.2187500000000000,2.5240625000000000
Jason X,16951798.00,3830243.00,13121555.00,32,4.5937500000000000,5.9312500000000000
Suburbicon,12021506.00,6246328.00,5775178.00,32,3.7666666666666667,2.5021875000000000
The Sessions,11495204.00,5492753.00,6002451.00,32,7.5000000000000000,1.6853125000000000
Beautiful Boy,13314562.00,5679795.00,7634767.00,32,6.9062500000000000,3.2781250000000000
Vivarium,289902.00,289902.00,n/a,32,4.2187500000000000,4.1556250000000000
Brother Bear,250397798.00,165061521.00,85336277.00,32,6.2500000000000000,2.6003125000000000
Miss March,4713059.00,169739.00,4543320.00,32,4.0312500000000000,3.8065625000000000
Dancer in the Dark,45556774.00,41399283.00,4157491.00,32,8.3437500000000000,3.2393750000000000
The Outsider,,,n/a,32,7.1562500000000000,2.1681250000000000
The Lost City,5256839.00,2772653.00,2484186.00,32,8.2500000000000000,1.6206250000000000
Safe Haven,94050951.00,22651831.00,71399120.00,32,6.1562500000000000,3.1881250000000000
Old Joy,399908.00,143985.00,255923.00,32,4.9687500000000000,2.4153125000000000
Aloha,25387091.00,4335061.00,21052030.00,32,4.0625000000000000,2.8953125000000000
Nine Lives,57814445.00,38114413.00,19700032.00,32,3.8125000000000000,2.5159375000000000
Son of God,70949793.00,11249729.00,59700064.00,32,5.2500000000000000,3.0875000000000000
The Ruins,22910563.00,5477719.00,17432844.00,32,5.0625000000000000,5.5403125000000000
Killer Joe,4659110.00,3367465.00,1291645.00,32,6.9375000000000000,4.4618750000000000
Eat Pray Love,206598789.00,126024779.00,80574010.00,32,5.3750000000000000,2.5106250000000000
Our Idiot Brother,25861249.00,1046419.00,24814830.00,32,6.5000000000000000,2.4121875000000000
Ip Man,22114423.00,22114423.00,n/a,32,8.3750000000000000,2.4743750000000000
The Lazarus Effect,38359310.00,12557740.00,25801570.00,32,4.4375000000000000,4.4187500000000000
Blackhat,19665004.00,11659024.00,8005980.00,32,5.4687500000000000,2.5634375000000000
Dirty Love,,,35657.00,32,4.9687500000000000,7.8612500000000000
Super Troopers 2,31575635.00,958239.00,30617396.00,32,7.1562500000000000,1.7153125000000000
Bright Star,17220091.00,12775454.00,4444637.00,32,6.7812500000000000,1.9356250000000000
I Can Only Imagine,85783567.00,2301215.00,83482352.00,32,8.4687500000000000,2.5153125000000000
Serenity,40319440.00,14804923.00,25514517.00,32,4.0625000000000000,3.0568750000000000
Swordfish,147080413.00,77307444.00,69772969.00,32,7.9375000000000000,0.25468750000000000000
Man of the Year,41342180.00,3900000.00,37442180.00,32,4.7187500000000000,4.8184375000000000
The Proposition,5313608.00,3410174.00,1903434.00,32,7.5937500000000000,3.1078125000000000
Den of Thieves,80147166.00,35199544.00,44947622.00,32,6.3750000000000000,2.1550000000000000
Holes,71232214.00,3848290.00,67383924.00,32,7.5312500000000000,1.7171875000000000
Beverly Hills Chihuahua,154218168.00,59703766.00,94514402.00,32,3.9687500000000000,2.4478125000000000
True Story,5894210.00,1174515.00,4719695.00,32,5.6875000000000000,2.4206250000000000
The Boss,78652207.00,15574647.00,63077560.00,31,3.8387096774193548,2.2819354838709677
Firewall,82751189.00,34000000.00,48751189.00,31,6.1612903225806452,2.3625806451612903
The Hitcher,20855646.00,4476064.00,16379582.00,31,6.0322580645161290,4.5383870967741935
The Gambler,38718031.00,5037039.00,33680992.00,31,5.3870967741935484,2.5877419354838710
Point Break,126704591.00,97922110.00,28782481.00,31,4.4516129032258065,2.1148387096774194
The Upside,125818440.00,17582943.00,108235497.00,31,6.6774193548387097,1.9225806451612903
Arbitrage,35830713.00,27911139.00,7919574.00,31,6.9354838709677419,1.7806451612903226
The Nutcracker and the Four Realms,170024300.00,115165449.00,54858851.00,31,4.8387096774193548,2.9309677419354839
Blinded by the Light,18144644.00,6243499.00,11901145.00,31,6.3548387096774194,2.0058064516129032
Cold War,45249153.00,45249153.00,n/a,31,7.1612903225806452,1.8367741935483871
Deliver Us From Evil,,,201275.00,31,5.7419354838709677,5.8751612903225806
Cabin Fever,53111.00,53111.00,n/a,31,5.0645161290322581,4.7512903225806452
Fred Claus,97837638.00,25830861.00,72006777.00,31,4.6451612903225806,3.9825806451612903
Pride,7285099.00,5838077.00,1447022.00,31,7.8709677419354839,1.3619354838709677
Titane,4915987.00,3472999.00,1442988.00,31,6.2258064516129032,3.3212903225806452
The Eye,508195.00,4481.00,503714.00,31,4.7741935483870968,6.9009677419354839
The Transporter,43928932.00,18632485.00,25296447.00,31,7.0000000000000000,2.7600000000000000
Alpha,99624873.00,63773494.00,35851379.00,31,6.6451612903225806,1.2380645161290323
The Forever Purge,76994245.00,32455000.00,44539245.00,31,4.0000000000000000,2.9700000000000000
Rough Night,46844357.00,24738714.00,22105643.00,31,5.1612903225806452,3.6680645161290323
The Hours,97030468.00,55354474.00,41675994.00,31,8.7419354838709677,1.6303225806451613
The Guilty,,,n/a,31,6.5806451612903226,3.1648387096774194
Morning Glory,59795070.00,28783338.00,31011732.00,31,6.5806451612903226,2.4248387096774194
The Birth of a Nation,16891011.00,1029445.00,15861566.00,31,7.1612903225806452,2.8512903225806452
Ma,,,n/a,31,5.5483870967741935,2.9803225806451613
North Country,23676771.00,5352529.00,18324242.00,31,7.5483870967741935,3.2058064516129032
Happiest Season,2113583.00,2113583.00,n/a,31,7.3870967741935484,2.2825806451612903
Blue Ruin,437002.00,178618.00,258384.00,31,7.5161290322580645,3.3516129032258065
The Goldfinch,9430149.00,4097528.00,5332621.00,30,7.2666666666666667,3.1386666666666667
See No Evil,18828036.00,3795236.00,15032800.00,30,4.4000000000000000,5.5536666666666667
Home on the Range,76482461.00,26456108.00,50026353.00,30,5.4666666666666667,3.2213333333333333
Whip It,18889972.00,5812788.00,13077184.00,30,6.9000000000000000,0.97500000000000000000
Cedar Rapids,7862131.00,1001029.00,6861102.00,30,6.6333333333333333,1.7423333333333333
Because I Said So,69538833.00,26864793.00,42674040.00,30,2.8666666666666667,5.8030000000000000
The Eagle,38993548.00,19503507.00,19490041.00,30,6.3333333333333333,2.6620000000000000
The Boxtrolls,111898741.00,61061436.00,50837305.00,30,6.8666666666666667,2.4540000000000000
Free Fire,3793739.00,1994417.00,1799322.00,30,6.6666666666666667,2.3090000000000000
Ingrid Goes West,3271468.00,250335.00,3021133.00,30,7.1000000000000000,2.5400000000000000
We Own the Night,55307857.00,26744678.00,28563179.00,30,5.9000000000000000,1.7120000000000000
Flyboys,14816379.00,1725749.00,13090630.00,30,5.6000000000000000,3.8330000000000000
The Rum Diary,21544732.00,8434917.00,13109815.00,30,5.7000000000000000,3.0390000000000000
Hot Tub Time Machine 2,12826644.00,511993.00,12314651.00,30,3.7666666666666667,3.2173333333333333
Loving Vincent,44077249.00,37342131.00,6735118.00,30,8.4666666666666667,0.91133333333333333333
Here Comes the Boom,73239258.00,27948940.00,45290318.00,30,6.6333333333333333,1.8226666666666667
The Snowman,43164679.00,36493914.00,6670765.00,30,3.7666666666666667,3.3240000000000000
The Tax Collector,1309971.00,265759.00,1044212.00,30,5.8000000000000000,3.0473333333333333
Waltz with Bashir,13912289.00,11628440.00,2283849.00,30,7.9666666666666667,4.3290000000000000
Valhalla Rising,731613.00,700975.00,30638.00,30,6.0666666666666667,3.2530000000000000
Dream House,41642166.00,20339826.00,21302340.00,30,5.8000000000000000,2.9076666666666667
Hotel Artemis,13316627.00,6608490.00,6708137.00,30,5.5000000000000000,2.0913333333333333
Doogal,28058652.00,20479706.00,7578946.00,30,4.0333333333333333,3.8540000000000000
Ruby Sparks,8775504.00,6235398.00,2540106.00,30,8.1333333333333333,1.6170000000000000
Transamerica,16553163.00,7537860.00,9015303.00,30,8.1000000000000000,1.5700000000000000
2046,19278598.00,17836260.00,1442338.00,30,6.6666666666666667,2.8790000000000000
Mary Queen of Scots,47020146.00,30371647.00,16648499.00,30,4.7666666666666667,2.9286666666666667
The Lookout,5555018.00,954433.00,4600585.00,30,7.8000000000000000,1.2856666666666667
Joe Dirt,30987695.00,3900000.00,27087695.00,30,8.3000000000000000,2.7203333333333333
I Know Who Killed Me,,,7233485.00,30,4.0333333333333333,3.4413333333333333
Ride Along 2,124827316.00,33964631.00,90862685.00,30,4.8666666666666667,2.3353333333333333
Stuber,29634769.00,7264317.00,22370452.00,30,6.5000000000000000,1.4326666666666667
Alpha and Omega,48958353.00,23851086.00,25107267.00,29,5.9655172413793103,2.4648275862068966
Spy Kids,197692062.00,85000000.00,112692062.00,29,7.9310344827586207,1.3748275862068966
The Sisters Brothers,14636067.00,11493011.00,3143056.00,29,7.1034482758620690,1.2272413793103448
Cry Macho,14709062.00,4398328.00,10310734.00,29,4.3448275862068966,4.3189655172413793
The Family That Preys,,,37105289.00,29,8.9655172413793103,1.0603448275862069
Tideland,1072932.00,1006479.00,66453.00,29,7.4137931034482759,3.4534482758620690
Ferdinand,289838913.00,205428533.00,84410380.00,29,6.8620689655172414,2.9058620689655172
The History Boys,13447998.00,10717702.00,2730296.00,29,6.0000000000000000,1.8710344827586207
The International,53850527.00,28400000.00,25450527.00,29,5.6206896551724138,2.4175862068965517
Rabbit Hole,6205034.00,3975976.00,2229058.00,29,7.3448275862068966,2.7779310344827586
One Night in Miami,,,n/a,29,7.1034482758620690,0.43517241379310344828
Stockholm,55192.00,55192.00,n/a,29,8.5862068965517241,1.00862068965517241379
The Endless,957694.00,685674.00,272020.00,29,6.8275862068965517,2.0041379310344828
Instant Family,119736188.00,52372951.00,67363237.00,29,6.8965517241379310,1.3527586206896552
Friends with Kids,14357752.00,7106679.00,7251073.00,29,5.6206896551724138,2.1679310344827586
The Ninth Gate,58394308.00,39740562.00,18653746.00,29,6.9655172413793103,2.4275862068965517
V/H/S,1925329.00,1824984.00,100345.00,29,6.7241379310344828,4.6375862068965517
Hope Springs,133085295.00,69549284.00,63536011.00,29,5.8275862068965517,2.6196551724137931
Alex Cross,35426759.00,9538347.00,25888412.00,29,5.1034482758620690,3.2603448275862069
Apollo 11,12125518.00,3085294.00,9040224.00,29,8.7241379310344828,1.2086206896551724
Macbeth,29458.00,29458.00,n/a,29,7.2758620689655172,3.4120689655172414
"Run, Fatboy, Run",33512260.00,27508998.00,6003262.00,29,6.8965517241379310,1.9493103448275862
After,34358.00,9813.00,24545.00,29,4.1034482758620690,2.4244827586206897
The Bounty Hunter,135808837.00,68747609.00,67061228.00,29,2.2758620689655172,4.7741379310344828
Song of the Sea,9371908.00,8514384.00,857524.00,29,8.4137931034482759,0.88379310344827586207
Elle,16517708.00,14177973.00,2339735.00,29,6.1034482758620690,3.4741379310344828
Magic Mike XXL,123580421.00,57567364.00,66013057.00,29,5.7931034482758621,1.4162068965517241
Beastly,38028230.00,10162659.00,27865571.00,29,5.6896551724137931,2.6265517241379310
Smart People,11655619.00,2144330.00,9511289.00,29,5.5172413793103448,2.9979310344827586
Eden Lake,4294373.00,4287052.00,7321.00,29,5.9310344827586207,5.5410344827586207
To Rome with Love,74290305.00,57605953.00,16684352.00,29,6.4137931034482759,1.00758620689655172414
Four Christmases,168311558.00,48165518.00,120146040.00,29,4.6896551724137931,4.2006896551724138
The Gallows,41656474.00,18892064.00,22764410.00,29,2.9655172413793103,5.4468965517241379
Dark Waters,23108017.00,11971933.00,11136084.00,29,8.1724137931034483,3.0479310344827586
Drillbit Taylor,49686263.00,16824159.00,32862104.00,29,6.2068965517241379,2.2627586206896552
Jay and Silent Bob Reboot,4710507.00,121017.00,4589490.00,29,4.4482758620689655,3.7606896551724138
The Sitter,38749404.00,8206828.00,30542576.00,29,5.5862068965517241,3.2679310344827586
Last Chance Harvey,34487202.00,19598160.00,14889042.00,28,6.1428571428571429,3.4839285714285714
Last Christmas,123446172.00,88295422.00,35150750.00,28,5.3928571428571429,2.7835714285714286
Risen,46244066.00,9364033.00,36880033.00,28,7.7857142857142857,1.1985714285714286
Strange Magic,13741343.00,1311760.00,12429583.00,28,5.8928571428571429,2.1203571428571429
John Tucker Must Die,68824526.00,27812815.00,41011711.00,28,6.6785714285714286,1.6828571428571429
Last Knights,1975720.00,1975720.00,n/a,28,7.7857142857142857,1.8953571428571429
The Way Back,26524989.00,23805693.00,2719296.00,28,7.4642857142857143,1.5653571428571429
The November Man,34820335.00,9802216.00,25018119.00,28,5.1428571428571429,2.1721428571428571
The Secret Life of Pets 2,446275938.00,287401543.00,158874395.00,28,5.6071428571428571,2.4685714285714286
Bride Wars,25130000.00,25130000.00,n/a,28,4.4285714285714286,4.0185714285714286
Austin Powers in Goldmember,296338663.00,83220874.00,213117789.00,28,6.7407407407407407,1.9360714285714286
The Finest Hours,49252761.00,21683203.00,27569558.00,28,6.5714285714285714,2.1092857142857143
Hop,188494082.00,80408777.00,108085305.00,28,5.5000000000000000,2.1550000000000000
For Your Consideration,,,5549923.00,28,5.8214285714285714,4.7717857142857143
Christmas with the Kranks,96469187.00,22767285.00,73701902.00,28,3.2142857142857143,4.7628571428571429
Hollywoodland,16826251.00,2400000.00,14426251.00,28,4.9642857142857143,4.3100000000000000
Peter Rabbit,346727372.00,231493279.00,115234093.00,28,6.7500000000000000,2.5192857142857143
September Dawn,,,1066555.00,28,3.7500000000000000,5.3760714285714286
One Hour Photo,52223306.00,20626175.00,31597131.00,28,8.3214285714285714,1.7135714285714286
Triple 9,25943792.00,13304495.00,12639297.00,28,6.0357142857142857,2.5064285714285714
Five Feet Apart,92554209.00,46824988.00,45729221.00,28,7.6071428571428571,1.9496428571428571
Miss Potter,35891257.00,32885652.00,3005605.00,28,7.0000000000000000,3.5492857142857143
Black Dynamite,424053.00,181475.00,242578.00,28,8.5000000000000000,1.8200000000000000
Frozen,1265596785.00,864643776.00,400953009.00,28,5.4285714285714286,2.6639285714285714
The Game Plan,146590987.00,55942785.00,90648202.00,28,5.5357142857142857,2.3978571428571429
Control,8902141.00,8030564.00,871577.00,28,7.4285714285714286,2.2403571428571429
Whale Rider,39374600.00,18594934.00,20779666.00,28,5.1785714285714286,5.5589285714285714
The Voices,2243672.00,2238672.00,5000.00,28,7.5000000000000000,2.1628571428571429
Horns,250398.00,85918.00,164480.00,28,6.4642857142857143,2.7703571428571429
American Animals,4535409.00,1681883.00,2853526.00,28,7.6785714285714286,1.6739285714285714
Replicas,9037427.00,4990998.00,4046429.00,28,4.3571428571428571,3.8846428571428571
Hotel Mumbai,21132855.00,11513355.00,9619500.00,28,7.3214285714285714,3.4346428571428571
Hector and the Search for Happiness,2918799.00,1794354.00,1124445.00,28,7.6428571428571429,2.6921428571428571
Gosford Park,58271886.00,16971781.00,41300105.00,28,6.6785714285714286,3.2478571428571429
One for the Money,36197221.00,9782694.00,26414527.00,28,5.7142857142857143,3.2603571428571429
The League of Extraordinary Gentlemen,179265204.00,112800000.00,66465204.00,28,5.0000000000000000,4.2267857142857143
